client,client_type,task_type,priority,task_text
Client_10,Growth,Requested change,High,The client requested a specific change. Issue related to 'cuts off'.
Client_32,Neutral,Requested change,Urgent,The client requested a specific change. Issue related to 'not responsive / does not adapt'.
Client_34,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'incomplete'.
Client_11,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'misconfigured'.
Client_14,Retention,Requested change,High,The client requested a specific change. Issue related to 'broken / is broken'.
Client_40,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'does not allow to continue'.
Client_29,Growth,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'fix style'.
Client_21,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'cuts off'.
Client_2,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'spacing'.
Client_29,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'reduce size'.
Client_21,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'does not work'.
Client_5,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change image'.
Client_7,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change location'.
Client_10,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'does not appear'.
Client_4,Growth,Requested change,High,The client requested a specific change. Issue related to 'misconfigured'.
Client_17,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change image'.
Client_21,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'change location'.
Client_38,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'spacing'.
Client_7,Growth,Requested change,High,The client requested a specific change. Issue related to 'cuts off'.
Client_29,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'misconfigured'.
Client_9,Neutral,Requested change,Low,The client requested a specific change. Issue related to 'tone'.
Client_20,Retention,Requested change,Low,The client requested a specific change. Issue related to 'change text'.
Client_36,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not work'.
Client_37,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'does not allow to continue'.
Client_14,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'misconfigured'.
Client_40,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'not visible'.
Client_36,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'does not appear'.
Client_17,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'add word'.
Client_9,Retention,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not appear'.
Client_13,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'cuts off'.
Client_38,Growth,Requested change,Normal,The client requested a specific change. Issue related to 'change image'.
Client_11,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change image'.
Client_18,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'align'.
Client_31,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'reorder'.
Client_36,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'text style'.
Client_9,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not appear'.
Client_5,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'alt text'.
Client_26,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'copy'.
Client_17,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'update'.
Client_24,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'incomplete'.
Client_33,Growth,Requested change,High,The client requested a specific change. Issue related to 'misconfigured'.
Client_40,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'bug'.
Client_37,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'modify text'.
Client_23,Growth,New item,High,A new resource needs to be created from scratch. Issue related to 'blocks'.
Client_24,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not allow to continue'.
Client_25,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'relocate'.
Client_21,Growth,Requested change,Normal,The client requested a specific change. Issue related to 'improve visibility'.
Client_38,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not respond'.
Client_24,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'does not respond'.
Client_15,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'center'.
Client_32,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'update'.
Client_29,Growth,Copy revision,Normal,Review and correct the client's text. Issue related to 'improve visibility'.
Client_14,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'does not load'.
Client_15,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'reorder'.
Client_31,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'change image'.
Client_2,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'bug'.
Client_9,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'update'.
Client_4,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not respond'.
Client_39,Neutral,Copy revision,Low,Review and correct the client's text. Issue related to 'improve writing'.
Client_19,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'reorder'.
Client_31,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'adjust'.
Client_40,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'not responsive / does not adapt'.
Client_30,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'does not respond'.
Client_9,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'incomplete'.
Client_27,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'not visible'.
Client_35,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'error'.
Client_39,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'change image'.
Client_34,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'change image'.
Client_15,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'remove phrase'.
Client_23,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'blocks'.
